question,state,year,applies to,response,citations,cautions
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WY,2013,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,2014,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,2014,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,2014,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,2014,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AZ,2014,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AR,2014,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CA,2014,All,Yes,Cal. Penal Code § 29805(a),"A person is prohibited from possessing a firearm for a misdemeanor conviction for assault under Cal. Penal Code §§ 240 and 241, battery under Cal. Penal Code §§ 242 and 243, assault with a deadly weapon under Cal. Penal Code § 245, and infliction of corporal injury under Cal. Penal Code § 273.5."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CO,2014,All,Yes,Colo. Rev. Stat. § 18-6-801 (8)(a)(I)(A); Colo. Rev. Stat. § 18-12-108 (6)(c),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2014,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2014,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2014,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2014,Long gun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DE,2014,All,Yes,Del. Code tit. 11 § 1448(a)(7),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,FL,2014,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,GA,2014,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,2014,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,2014,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ID,2014,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IL,2014,All,Yes,430 Ill Comp Stat 65/4(a)(2)(ix); 430 Ill Comp Stat 65/8(l),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IN,2014,All,Yes,Ind. Code § 35-47-4-6,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IA,2014,All,Yes,Iowa Code § 724.26(2); Iowa Code § 724.15(1)(b),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KS,2014,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KY,2014,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,LA,2014,All,Yes,La. Rev. Stat. § 14:35.3(C)(1); La. Rev. Stat. § 14.95.10(A),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ME,2014,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,2014,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,2014,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,2014,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,2014,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,2014,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,2014,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,2014,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MN,2014,All,Yes,Minn. Stat. § 609.2242(Subd. 3)(d),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MS,2014,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MO,2014,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MT,2014,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,2014,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,2014,Possession,Yes,,
